2022-03-25 12:04:24,325:DEBUG:File selezionato per il parsing: 74181.003.matrix
2022-03-25 12:04:24,326:DEBUG:Parsing completato: 66 elementi del dominio e 2 insiemi
2022-03-25 12:04:24,327:INFO:	Queue size: 1
2022-03-25 12:04:24,327:INFO:	delta: | 0 | representative vector: 0 0
2022-03-25 12:04:24,327:INFO:	delta_max: 0
2022-03-25 12:04:24,327:INFO:	delta components: [0], 6631104482865660642
2022-03-25 12:04:24,452:INFO:		result: KO
2022-03-25 12:04:24,453:INFO:		- e: 14 in range(7, 66) -
2022-03-25 12:04:24,453:INFO:		e: 14 representative vector: 0 0
2022-03-25 12:04:24,453:INFO:		T: | 6 - 14 | representative vector: 0 6
2022-03-25 12:04:24,453:INFO:		result: KO
2022-03-25 12:04:24,453:INFO:		- e: 15 in range(7, 66) -
2022-03-25 12:04:24,453:INFO:		e: 15 representative vector: 0 0
2022-03-25 12:04:24,453:INFO:		T: | 6 - 15 | representative vector: 0 6
2022-03-25 12:04:24,453:INFO:		result: KO
2022-03-25 12:04:24,454:INFO:		- e: 16 in range(7, 66) -
2022-03-25 12:04:24,454:INFO:		e: 16 representative vector: 0 0
2022-03-25 12:04:24,454:INFO:		T: | 6 - 16 | representative vector: 0 6
2022-03-25 12:04:24,454:INFO:		result: KO
2022-03-25 12:04:24,454:INFO:		- e: 17 in range(7, 66) -
2022-03-25 12:04:24,454:INFO:		e: 17 representative vector: 0 0
2022-03-25 12:04:24,454:INFO:		T: | 6 - 17 | representative vector: 0 6
2022-03-25 12:04:24,454:INFO:		result: KO
2022-03-25 12:04:24,455:INFO:		- e: 18 in range(7, 66) -
2022-03-25 12:04:24,455:INFO:		e: 18 representative vector: 0 0
2022-03-25 12:04:24,455:INFO:		T: | 6 - 18 | representative vector: 0 6
2022-03-25 12:04:24,455:INFO:		result: KO
2022-03-25 12:04:24,455:INFO:		- e: 19 in range(7, 66) -
2022-03-25 12:04:24,455:INFO:		e: 19 representative vector: 0 0
2022-03-25 12:04:24,455:INFO:		T: | 6 - 19 | representative vector: 0 6
2022-03-25 12:04:24,455:INFO:		result: KO
2022-03-25 12:04:24,455:INFO:		- e: 20 in range(7, 66) -
2022-03-25 12:04:24,456:INFO:		e: 20 representative vector: 0 0
2022-03-25 12:04:24,456:INFO:		T: | 6 - 20 | representative vector: 0 6
2022-03-25 12:04:24,456:INFO:		result: KO
2022-03-25 12:04:24,456:INFO:		- e: 21 in range(7, 66) -
2022-03-25 12:04:24,456:INFO:		e: 21 representative vector: 0 0
2022-03-25 12:04:24,456:INFO:		T: | 6 - 21 | representative vector: 0 6
2022-03-25 12:04:24,456:INFO:		result: KO
2022-03-25 12:04:24,456:INFO:		- e: 22 in range(7, 66) -
2022-03-25 12:04:24,457:INFO:		e: 22 representative vector: 0 22
2022-03-25 12:04:24,457:INFO:		T: | 6 - 22 | representative vector: 0 -67
2022-03-25 12:04:24,457:INFO:		result: KO
2022-03-25 12:04:24,457:INFO:		- e: 23 in range(7, 66) -
2022-03-25 12:04:24,457:INFO:		e: 23 representative vector: 0 23
2022-03-25 12:04:24,457:INFO:		T: | 6 - 23 | representative vector: 0 -67
2022-03-25 12:04:24,457:INFO:		result: KO
2022-03-25 12:04:24,457:INFO:		- e: 24 in range(7, 66) -
2022-03-25 12:04:24,457:INFO:		e: 24 representative vector: 0 24
2022-03-25 12:04:24,458:INFO:		T: | 6 - 24 | representative vector: 0 -67
2022-03-25 12:04:24,458:INFO:		result: KO
2022-03-25 12:04:24,458:INFO:		- e: 25 in range(7, 66) -
2022-03-25 12:04:24,458:INFO:		e: 25 representative vector: 0 0
2022-03-25 12:04:24,458:INFO:		T: | 6 - 25 | representative vector: 0 6
2022-03-25 12:04:24,458:INFO:		result: KO
2022-03-25 12:04:24,458:INFO:		- e: 26 in range(7, 66) -
2022-03-25 12:04:24,458:INFO:		e: 26 representative vector: 0 0
2022-03-25 12:04:24,459:INFO:		T: | 6 - 26 | representative vector: 0 6
2022-03-25 12:04:24,459:INFO:		result: KO
2022-03-25 12:04:24,459:INFO:		- e: 27 in range(7, 66) -
2022-03-25 12:04:24,459:INFO:		e: 27 representative vector: 0 0
2022-03-25 12:04:24,459:INFO:		T: | 6 - 27 | representative vector: 0 6
2022-03-25 12:04:24,459:INFO:		result: KO
2022-03-25 12:04:24,459:INFO:		- e: 28 in range(7, 66) -
2022-03-25 12:04:24,459:INFO:		e: 28 representative vector: 0 0
2022-03-25 12:04:24,459:INFO:		T: | 6 - 28 | representative vector: 0 6
2022-03-25 12:04:24,460:INFO:		result: KO
2022-03-25 12:04:24,460:INFO:		- e: 29 in range(7, 66) -
2022-03-25 12:04:24,460:INFO:		e: 29 representative vector: 0 0
2022-03-25 12:04:24,460:INFO:		T: | 6 - 29 | representative vector: 0 6
2022-03-25 12:04:24,460:INFO:		result: KO
2022-03-25 12:04:24,460:INFO:		- e: 30 in range(7, 66) -
2022-03-25 12:04:24,460:INFO:		e: 30 representative vector: 0 0
2022-03-25 12:04:24,460:INFO:		T: | 6 - 30 | representative vector: 0 6
2022-03-25 12:04:24,461:INFO:		result: KO
2022-03-25 12:04:24,461:INFO:		- e: 31 in range(7, 66) -
2022-03-25 12:04:24,461:INFO:		e: 31 representative vector: 0 0
2022-03-25 12:04:24,461:INFO:		T: | 6 - 31 | representative vector: 0 6
2022-03-25 12:04:24,461:INFO:		result: KO
2022-03-25 12:04:24,461:INFO:		- e: 32 in range(7, 66) -
2022-03-25 12:04:24,461:INFO:		e: 32 representative vector: 0 0
2022-03-25 12:04:24,461:INFO:		T: | 6 - 32 | representative vector: 0 6
2022-03-25 12:04:24,461:INFO:		result: KO
2022-03-25 12:04:24,462:INFO:		- e: 33 in range(7, 66) -
2022-03-25 12:04:24,462:INFO:		e: 33 representative vector: 0 33
2022-03-25 12:04:24,462:INFO:		T: | 6 - 33 | representative vector: 0 -67
2022-03-25 12:04:24,462:INFO:		result: KO
2022-03-25 12:04:24,462:INFO:		- e: 34 in range(7, 66) -
2022-03-25 12:04:24,462:INFO:		e: 34 representative vector: 0 34
2022-03-25 12:04:24,462:INFO:		T: | 6 - 34 | representative vector: 0 -67
2022-03-25 12:04:24,462:INFO:		result: KO
2022-03-25 12:04:24,462:INFO:		- e: 35 in range(7, 66) -
2022-03-25 12:04:24,462:INFO:		e: 35 representative vector: 0 0
2022-03-25 12:04:24,462:INFO:		T: | 6 - 35 | representative vector: 0 6
2022-03-25 12:04:24,462:INFO:		result: KO
2022-03-25 12:04:24,463:INFO:		- e: 36 in range(7, 66) -
2022-03-25 12:04:24,463:INFO:		e: 36 representative vector: 0 0
2022-03-25 12:04:24,463:INFO:		T: | 6 - 36 | representative vector: 0 6
2022-03-25 12:04:24,463:INFO:		result: KO
2022-03-25 12:04:24,463:INFO:		- e: 37 in range(7, 66) -
2022-03-25 12:04:24,463:INFO:		e: 37 representative vector: 0 0
2022-03-25 12:04:24,463:INFO:		T: | 6 - 37 | representative vector: 0 6
2022-03-25 12:04:24,463:INFO:		result: KO
2022-03-25 12:04:24,463:INFO:		- e: 38 in range(7, 66) -
2022-03-25 12:04:24,463:INFO:		e: 38 representative vector: 0 0
2022-03-25 12:04:24,463:INFO:		T: | 6 - 38 | representative vector: 0 6
2022-03-25 12:04:24,463:INFO:		result: KO
2022-03-25 12:04:24,463:INFO:		- e: 39 in range(7, 66) -
2022-03-25 12:04:24,463:INFO:		e: 39 representative vector: 0 0
2022-03-25 12:04:24,463:INFO:		T: | 6 - 39 | representative vector: 0 6
2022-03-25 12:04:24,464:INFO:		result: KO
2022-03-25 12:04:24,464:INFO:		- e: 40 in range(7, 66) -
2022-03-25 12:04:24,464:INFO:		e: 40 representative vector: 0 0
2022-03-25 12:04:24,464:INFO:		T: | 6 - 40 | representative vector: 0 6
2022-03-25 12:04:24,464:INFO:		result: KO
2022-03-25 12:04:24,464:INFO:		- e: 41 in range(7, 66) -
2022-03-25 12:04:24,464:INFO:		e: 41 representative vector: 0 0
2022-03-25 12:04:24,464:INFO:		T: | 6 - 41 | representative vector: 0 6
2022-03-25 12:04:24,464:INFO:		result: KO
2022-03-25 12:04:24,464:INFO:		- e: 42 in range(7, 66) -
2022-03-25 12:04:24,464:INFO:		e: 42 representative vector: 0 0
2022-03-25 12:04:24,464:INFO:		T: | 6 - 42 | representative vector: 0 6
2022-03-25 12:04:24,465:INFO:		result: KO
2022-03-25 12:04:24,465:INFO:		- e: 43 in range(7, 66) -
2022-03-25 12:04:24,465:INFO:		e: 43 representative vector: 0 0
2022-03-25 12:04:24,465:INFO:		T: | 6 - 43 | representative vector: 0 6
2022-03-25 12:04:24,465:INFO:		result: KO
2022-03-25 12:04:24,465:INFO:		- e: 44 in range(7, 66) -
2022-03-25 12:04:24,465:INFO:		e: 44 representative vector: 0 0
2022-03-25 12:04:24,465:INFO:		T: | 6 - 44 | representative vector: 0 6
2022-03-25 12:04:24,465:INFO:		result: KO
2022-03-25 12:04:24,465:INFO:		- e: 45 in range(7, 66) -
2022-03-25 12:04:24,465:INFO:		e: 45 representative vector: 0 0
2022-03-25 12:04:24,465:INFO:		T: | 6 - 45 | representative vector: 0 6
2022-03-25 12:04:24,465:INFO:		result: KO
2022-03-25 12:04:24,465:INFO:		- e: 46 in range(7, 66) -
2022-03-25 12:04:24,465:INFO:		e: 46 representative vector: 0 0
2022-03-25 12:04:24,466:INFO:		T: | 6 - 46 | representative vector: 0 6
2022-03-25 12:04:24,466:INFO:		result: KO
2022-03-25 12:04:24,466:INFO:		- e: 47 in range(7, 66) -
2022-03-25 12:04:24,466:INFO:		e: 47 representative vector: 0 0
2022-03-25 12:04:24,466:INFO:		T: | 6 - 47 | representative vector: 0 6
2022-03-25 12:04:24,466:INFO:		result: KO
2022-03-25 12:04:24,466:INFO:		- e: 48 in range(7, 66) -
2022-03-25 12:04:24,466:INFO:		e: 48 representative vector: 0 0
2022-03-25 12:04:24,466:INFO:		T: | 6 - 48 | representative vector: 0 6
2022-03-25 12:04:24,466:INFO:		result: KO
2022-03-25 12:04:24,466:INFO:		- e: 49 in range(7, 66) -
2022-03-25 12:04:24,466:INFO:		e: 49 representative vector: 0 0
2022-03-25 12:04:24,466:INFO:		T: | 6 - 49 | representative vector: 0 6
2022-03-25 12:04:24,466:INFO:		result: KO
2022-03-25 12:04:24,466:INFO:		- e: 50 in range(7, 66) -
2022-03-25 12:04:24,467:INFO:		e: 50 representative vector: 0 0
2022-03-25 12:04:24,467:INFO:		T: | 6 - 50 | representative vector: 0 6
2022-03-25 12:04:24,467:INFO:		result: KO
2022-03-25 12:04:24,467:INFO:		- e: 51 in range(7, 66) -
2022-03-25 12:04:24,467:INFO:		e: 51 representative vector: 0 0
2022-03-25 12:04:24,467:INFO:		T: | 6 - 51 | representative vector: 0 6
2022-03-25 12:04:24,467:INFO:		result: KO
2022-03-25 12:04:24,467:INFO:		- e: 52 in range(7, 66) -
2022-03-25 12:04:24,467:INFO:		e: 52 representative vector: 0 0
2022-03-25 12:04:24,467:INFO:		T: | 6 - 52 | representative vector: 0 6
2022-03-25 12:04:24,467:INFO:		result: KO
2022-03-25 12:04:24,467:INFO:		- e: 53 in range(7, 66) -
2022-03-25 12:04:24,467:INFO:		e: 53 representative vector: 0 53
2022-03-25 12:04:24,467:INFO:		T: | 6 - 53 | representative vector: 0 -67
2022-03-25 12:04:24,468:INFO:		result: KO
2022-03-25 12:04:24,468:INFO:		- e: 54 in range(7, 66) -
2022-03-25 12:04:24,468:INFO:		e: 54 representative vector: 0 54
2022-03-25 12:04:24,468:INFO:		T: | 6 - 54 | representative vector: 0 -67
2022-03-25 12:04:24,468:INFO:		result: KO
2022-03-25 12:04:24,468:INFO:		- e: 55 in range(7, 66) -
2022-03-25 12:04:24,468:INFO:		e: 55 representative vector: 0 0
2022-03-25 12:04:24,468:INFO:		T: | 6 - 55 | representative vector: 0 6
2022-03-25 12:04:24,468:INFO:		result: KO
2022-03-25 12:04:24,468:INFO:		- e: 56 in range(7, 66) -
2022-03-25 12:04:24,468:INFO:		e: 56 representative vector: 0 0
2022-03-25 12:04:24,468:INFO:		T: | 6 - 56 | representative vector: 0 6
2022-03-25 12:04:24,468:INFO:		result: KO
2022-03-25 12:04:24,468:INFO:		- e: 57 in range(7, 66) -
2022-03-25 12:04:24,468:INFO:		e: 57 representative vector: 0 0
2022-03-25 12:04:24,469:INFO:		T: | 6 - 57 | representative vector: 0 6
2022-03-25 12:04:24,469:INFO:		result: KO
2022-03-25 12:04:24,469:INFO:		- e: 58 in range(7, 66) -
2022-03-25 12:04:24,469:INFO:		e: 58 representative vector: 0 0
2022-03-25 12:04:24,469:INFO:		T: | 6 - 58 | representative vector: 0 6
2022-03-25 12:04:24,469:INFO:		result: KO
2022-03-25 12:04:24,469:INFO:		- e: 59 in range(7, 66) -
2022-03-25 12:04:24,469:INFO:		e: 59 representative vector: 0 0
2022-03-25 12:04:24,469:INFO:		T: | 6 - 59 | representative vector: 0 6
2022-03-25 12:04:24,469:INFO:		result: KO
2022-03-25 12:04:24,469:INFO:		- e: 60 in range(7, 66) -
2022-03-25 12:04:24,469:INFO:		e: 60 representative vector: 0 0
2022-03-25 12:04:24,469:INFO:		T: | 6 - 60 | representative vector: 0 6
2022-03-25 12:04:24,469:INFO:		result: KO
2022-03-25 12:04:24,470:INFO:		- e: 61 in range(7, 66) -
2022-03-25 12:04:24,470:INFO:		e: 61 representative vector: 0 0
2022-03-25 12:04:24,470:INFO:		T: | 6 - 61 | representative vector: 0 6
2022-03-25 12:04:24,470:INFO:		result: KO
2022-03-25 12:04:24,470:INFO:		- e: 62 in range(7, 66) -
2022-03-25 12:04:24,470:INFO:		e: 62 representative vector: 0 0
2022-03-25 12:04:24,470:INFO:		T: | 6 - 62 | representative vector: 0 6
2022-03-25 12:04:24,470:INFO:		result: KO
2022-03-25 12:04:24,470:INFO:		- e: 63 in range(7, 66) -
2022-03-25 12:04:24,470:INFO:		e: 63 representative vector: 0 0
2022-03-25 12:04:24,470:INFO:		T: | 6 - 63 | representative vector: 0 6
2022-03-25 12:04:24,470:INFO:		result: KO
2022-03-25 12:04:24,470:INFO:		- e: 64 in range(7, 66) -
2022-03-25 12:04:24,470:INFO:		e: 64 representative vector: 0 0
2022-03-25 12:04:24,470:INFO:		T: | 6 - 64 | representative vector: 0 6
2022-03-25 12:04:24,471:INFO:		result: KO
2022-03-25 12:04:24,471:INFO:		- e: 65 in range(7, 66) -
2022-03-25 12:04:24,471:INFO:		e: 65 representative vector: 0 65
2022-03-25 12:04:24,471:INFO:		T: | 6 - 65 | representative vector: 0 -67
2022-03-25 12:04:24,471:INFO:		result: KO
2022-03-25 12:04:24,471:INFO:		- e: 66 in range(7, 66) -
2022-03-25 12:04:24,471:INFO:		e: 66 representative vector: 66 66
2022-03-25 12:04:24,471:INFO:		T: | 6 - 66 | representative vector: 66 -67
2022-03-25 12:04:24,471:INFO:		result: KO
